"Statewide Allocation Detail"
"August 2019 - August 2023"
"Report Date: 09/28/2023 19:14 PM",
"Municipality","Establishment","License Number","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","Net Terminal Income","NTI Tax","State Share","Municipality Share",
"Sandoval","Boog, Inc.","130704038","5","5880089.5700","5462186.5800","417902.9900","1711890.0000","1293843.1100","418046.8900","141333.4900","120431.0600","20902.4300",
"Sandoval","Bub's Pub of Sandoval, Inc.","120711278","6","10709937.0500","9908244.2200","801692.8300","3357210.0000","2555517.0200","801692.9800","271810.0200","231725.3200","40084.7000",
"Sandoval","Crossroads Package Liquor & Bar, Inc.","120708854","6","9882887.9800","9135962.7100","746925.2700","2949349.0000","2202420.4400","746928.5600","252903.0600","215556.5300","37346.5300",
"Sandoval","Horton's Hot Spot, Inc.","170704119","4","96009.7900","91024.4100","4985.3800","29173.0000","24187.6200","4985.3800","1645.1300","1395.8600","249.2700",
"Sandoval","Kim's Party Jumps LLC","160703757","3","1333746.9200","1237361.9800","96384.9400","380756.0000","284370.9600","96385.0400","32659.0800","27839.8100","4819.2700",
"Sandoval","Monkeyshine Inc.","190703096","6","6236315.8500","5781535.1300","454780.7200","1909634.0000","1454853.2800","454780.7200","154625.6700","131886.5800","22739.0900",
"Sandoval","Sandstone Investments, LLC - Barbershop Real Estate Series III","180702009","5","2524343.8600","2320331.3700","204012.4900","731697.0000","527684.0400","204012.9600","68951.1600","58750.4900","10200.6700",
"Sandoval","The Mine Shack, LLC","190704101","6","10866858.2900","9811003.0900","1055855.2000","3349659.0000","2293803.5900","1055855.4100","358991.1800","306198.3700","52792.8100",
"Sandwich","ANNIE'S COFFEE SANDWICH INC.","180702952","6","5167804.1600","4682916.3100","484887.8500","1699653.0000","1214765.0600","484887.9400","164558.2600","140313.7400","24244.5200",
"Sandwich","Brother's Restaurant & Lounge, Inc.","120701262","3","841833.1400","777625.2500","64207.8900","211500.0000","147291.4900","64208.5100","21706.4600","18496.0300","3210.4300",
"Sandwich","EDGEBROOK MANAGEMENT SERVICES LLC","220700608","3","99422.4900","93607.3600","5815.1300","35457.0000","29641.8700","5815.1300","1977.2000","1686.4400","290.7600",
"Sandwich","Loyal Order of Moose #1016 Corp.","120800431","6","4890575.9900","4475400.6400","415175.3500","1745921.0000","1330745.6500","415175.3500","140559.5400","119800.6700","20758.8700",
"Sandwich","Main Street Pub & Grill, Inc.","170700232","6","5883278.6400","5319293.8700","563984.7700","2132552.0000","1568546.6500","564005.3500","191342.4900","163142.1800","28200.3100",
"Sandwich","Mala Enterprises, LLC","180700798","6","8981279.9700","8126418.9500","854861.0200","3118622.0000","2263760.0800","854861.9200","289215.3800","246472.2700","42743.1100",
"Sandwich","MCLILLIS VENTURES INC.","210700754","6","7765622.3900","7093184.4400","672437.9500","2450157.0000","1777718.9400","672438.0600","228629.0000","195007.1200","33621.8800",
"Sandwich","Memo Investments, LLC","220703546","6","258524.6700","238214.2000","20310.4700","93528.0000","73217.5300","20310.4700","6905.6600","5890.1200","1015.5400",
"Sandwich","MONTCLER HOTEL & RESORT CORPORATION","210700902","6","790766.2500","719026.0900","71740.1600","288635.0000","216894.5200","71740.4800","24391.8300","20804.7800","3587.0500",
"Sandwich","RFH Corporation","150703931","6","9042663.5800","8213767.4800","828896.1000","3108624.0000","2279712.8000","828911.2000","281735.3700","240289.7800","41445.5900",
"Sandwich","Rosu Ventures, Inc.","130700312","4","2233165.2200","2031716.7100","201448.5100","839393.0000","637944.6900","201448.3100","68007.3900","57934.9400","10072.4500",
"Sandwich","ROUTE 34 PUB & GRUB, LLC","160703471","6","4403899.1600","4067890.1400","336009.0200","1366855.0000","1030846.3800","336008.6200","113005.5100","96205.1000","16800.4100",
"Sandwich","Sandwich Bowling, Inc. ","180700760","5","1375426.5600","1253544.9000","121881.6600","531022.0000","409140.0400","121881.9600","41182.7800","35088.6600","6094.1200",
"Sandwich","SPORTS PAGE GAMING, INC.","190701106","6","9362904.4300","8486076.5200","876827.9100","3169255.0000","2292426.9600","876828.0400","297723.8400","253882.3600","43841.4800",
"Sandwich","Sure Bet LLC","170701425","6","17065459.1000","15679999.2100","1385459.8900","5518137.0000","4132356.6200","1385780.3800","469200.8800","399911.9000","69288.9800",
"Sandwich","VMR Consulting LLC","170701566","6","24885806.5000","22776920.8900","2108885.6100","7646074.0000","5537097.6700","2108976.3300","713963.9800","608515.1200","105448.8600",
"Sandwich","Wyatt Ventures Inc.","120701254","6","2398205.7400","2192019.8900","206185.8500","806665.0000","600479.2300","206185.7700","68863.6500","58554.3900","10309.2600",
"Sangamon County","217 VIDEO POKER LLC","200700810","6","11056597.9800","10163851.1300","892746.8500","3837154.0000","2944387.1500","892766.8500","303541.0700","258902.7100","44638.3600",
"Sangamon County","709 Cut-Rate Package Liquors, Inc.","130704673","6","26350650.1700","24314241.1000","2036409.0700","10745234.0000","8708823.2800","2036410.7200","689921.8400","588101.2300","101820.6100",
"Sangamon County","Amos Jefferson Co. Inc.","120700415","6","18154852.0200","16625644.4300","1529207.5900","6321889.0000","4792679.3100","1529209.6900","518322.6300","441862.1700","76460.4600",
"Sangamon County","ASHLEY'S GAMING INC.","150704127","6","23846476.0100","21805427.0500","2041048.9600","7710745.0000","5669645.8900","2041099.1100","690878.9100","588823.9200","102054.9900",
"Sangamon County","BIFFY GLUCK'S LLC","160704032","6","27705267.2400","25318030.7000","2387236.5400","9457324.0000","7070075.7100","2387248.2900","808216.4200","688853.9700","119362.4500",
"Sangamon County","Biond Restaurants II, LLC","200702812","6","6749445.1200","6163624.0600","585821.0600","2363065.0000","1777243.9400","585821.0600","199179.2500","169888.2000","29291.0500",
"Sangamon County","Blue Grouch, Inc.","120706580","6","13501530.8500","12509371.8800","992158.9700","4444732.0000","3452573.1300","992158.8700","336079.4500","286471.4400","49608.0100",
"Sangamon County","BOLDIG GOLF LLC","220701922","3","191322.9800","175286.5200","16036.4600","75771.0000","59734.5400","16036.4600","5452.4400","4650.6000","801.8400",
"Sangamon County","BRILLE#69 LLC","190700031","5","149735.1100","136859.3800","12875.7300","53762.0000","40886.2400","12875.7600","4248.9100","3605.1400","643.7700",
"Sangamon County","BROOKHILLS GOLF CLUB, INC.","120703832","6","15821747.6200","14562458.8300","1259288.7900","5175168.0000","3915879.2600","1259288.7400","426456.5300","363491.9400","62964.5900",
"Sangamon County","BSJ Incorporated","120711751","6","6507848.8400","6023281.1100","484567.7300","2294364.0000","1809775.9800","484588.0200","163867.9600","139638.4400","24229.5200",
"Sangamon County","BUCKHART TAVERN INC.","130702235","6","4674766.4700","4230973.7600","443792.7100","1481113.0000","1037320.0100","443792.9900","150518.8300","128329.1400","22189.6900",
"Sangamon County","C & L PARTNERS, INC.","160703721","5","4240363.3500","3915544.5000","324818.8500","1332101.0000","1007282.0500","324818.9500","109867.7400","93626.7600","16240.9800",
"Sangamon County","Cheers Lounge Inc.","120709222","6","6307958.6600","5719314.8200","588643.8400","1943159.0000","1354515.3100","588643.6900","199280.8100","169848.5400","29432.2700",
"Sangamon County","Chronister Oil Company","121002985","6","55477262.5800","51130093.2600","4347169.3200","17919267.0000","13571942.1100","4347324.8900","1472620.3000","1255254.0000","217366.3000",
"Sangamon County","Chronister Oil Company","151000612","6","60710957.3600","55831067.6300","4879889.7300","20611477.0000","15731827.8600","4879649.1400","1652480.0700","1408497.5500","243982.5200",
"Sangamon County","Cottage Inn, Inc.","120706678","6","11888097.0000","10984386.3900","903710.6100","3894264.0000","2990524.9900","903739.0100","305767.4100","260580.3900","45187.0200",
"Sangamon County","Crows Mill LLC","120706464","6","8446138.0100","7773981.8000","672156.2100","3007450.0000","2335293.7400","672156.2600","227688.7200","194080.8700","33607.8500",
"Sangamon County","DRINK-EM UP, INC.","150701848","6","22079317.8700","20301480.6700","1777837.2000","7377392.0000","5599554.8900","1777837.1100","602298.9400","513407.0100","88891.9300",
"Sangamon County","Duffy & Associates, Inc.","200701264","6","10780585.9300","9750256.5100","1030329.4200","3658773.0000","2628408.2400","1030364.7600","350324.6600","298806.3200","51518.3400",
"Sangamon County","Duffy & Associates, Inc.","200702926","6","16261515.0400","14779594.3600","1481920.6800","5648981.0000","4167060.3200","1481920.6800","503853.1800","429757.1400","74096.0400",
"Sangamon County","G&R CORPORATION","170700906","6","28058781.9700","25711887.4900","2346894.4800","9012232.0000","6665337.6200","2346894.3800","795670.3500","678325.6600","117344.6900",
"Sangamon County","Guitars and Cadillacs Saloon, Inc.","120702108","5","784204.6000","708978.9500","75225.6500","291133.0000","215907.3500","75225.6500","24824.4000","21063.1300","3761.2700",
"Sangamon County","HARRY'S ADULT DAYCARE, INC.","120705207","6","21548984.6400","19898946.0200","1650038.6200","7552880.0000","5902839.3800","1650040.6200","558530.0700","476028.0300","82502.0400",
"Sangamon County","HRM OF ILLINOIS, INC.","120708101","6","10483350.2600","9633461.6500","849888.6100","3544862.0000","2694967.3900","849894.6100","287296.8400","244802.0100","42494.8300",
"Sangamon County","JMIZ Ventures LLC","200702936","6","20482916.7600","18789790.1500","1693126.6100","6906595.0000","5213457.9400","1693137.0600","575666.3100","491009.5300","84656.7800",
"Sangamon County","Josie's Jackpot Inc.","190702222","6","20777391.7600","19136244.6700","1641147.0900","6799962.0000","5158783.0900","1641178.9100","557236.2500","475177.2400","82059.0100",
"Sangamon County","LAKE SPRINGFIELD TAVERN INC.","130702247","5","5717109.7800","5230609.8400","486499.9400","1894040.0000","1407539.0600","486500.9400","164659.6400","140334.5400","24325.1000",
"Sangamon County","Lincoln Log Custom Homes, Limited","200701859","6","4229238.3600","3879925.0100","349313.3500","1424100.0000","1074771.2500","349328.7500","118772.1000","101305.6500","17466.4500",
"Sangamon County","LONG BRIDGE GOLF COURSE, INC.","130705875","5","4108085.4100","3803315.0600","304770.3500","1472373.0000","1167601.0600","304771.9400","103077.6500","87839.0200","15238.6300",
"Sangamon County","Mama Lee's Sandbar, Inc","120707734","5","11683954.4900","10624400.6500","1059553.8400","3816568.0000","2757014.1600","1059553.8400","358719.5300","305741.8100","52977.7200",
"Sangamon County","MINIT MART, LLC","190701685","6","92206.1800","80869.2000","11336.9800","27425.0000","16087.7400","11337.2600","3854.7500","3287.8700","566.8800",
"Sangamon County","Miss Kimmees LLC","170700646","6","36850619.4200","33427222.4400","3423396.9800","12578399.0000","9154987.3400","3423411.6600","1160154.3600","988983.7000","171170.6600",
"Sangamon County","MISS KIMMEES LLC","180703965","6","21679722.1200","19663972.0400","2015750.0800","7539578.0000","5523827.9200","2015750.0800","682558.7800","581771.1900","100787.5900",
"Sangamon County","Mizcorp, Inc.","200700838","6","13520324.7000","12338239.1900","1182085.5100","4661317.0000","3479231.4900","1182085.5100","401909.5200","342805.2000","59104.3200",
"Sangamon County","MMC Entertainment LLC","150703676","6","23305588.0900","21132817.6800","2172770.4100","8553398.0000","6380627.5900","2172770.4100","735383.0400","626744.4200","108638.6200",
"Sangamon County","Northenders Post 10302 Veterans of Foreign Wars of the United States, Inc.","120902328","6","17948926.7300","16649236.2600","1299690.4700","5882052.0000","4582358.5300","1299693.4700","439465.0400","374480.2900","64984.7500",
"Sangamon County","Northern Lights Lounge, LLC","120705111","6","8837618.9200","8023474.9200","814144.0000","3039739.0000","2225594.5000","814144.5000","275583.6900","234876.4500","40707.2400",
"Sangamon County","Old 66 Inc.","180700430","6","2795733.9000","2553312.5200","242421.3800","1058937.0000","816515.7700","242421.2300","81485.8300","69364.7400","12121.0900",
"Sangamon County","Oldtyme Tobacco Company, Inc.","130705838","6","1903198.5900","1717008.8500","186189.7400","612114.0000","425924.2600","186189.7400","61442.6700","52133.1800","9309.4900",
"Sangamon County","OUT NORTH BILLIARDS & MORE LLC","210702224","6","5248605.1800","4771030.1800","477575.0000","1781794.0000","1304219.0000","477575.0000","162375.9900","138497.2000","23878.7900",
"Sangamon County","Parkway Pub, Inc.","120706956","6","18383989.4500","16939380.8400","1444608.6100","5841198.0000","4396588.8900","1444609.1100","489189.8300","416959.3500","72230.4800",
"Sangamon County","PATTY CAKE CUSTOMS INC.","140703208","6","15905246.3700","14585460.1700","1319786.2000","5340320.0000","4020533.6400","1319786.3600","446765.9700","380776.6300","65989.3400",
"Sangamon County","Paula's Landing, LLC ","120708028","6","5979082.7300","5470771.8200","508310.9100","2057172.0000","1548855.9100","508316.0900","172216.2200","146800.3600","25415.8600",
"Sangamon County","Price Street Partners, Inc.","130706565","6","12935444.1200","11554296.8700","1381147.2500","4240169.0000","2858965.2000","1381203.8000","468254.7400","399194.4900","69060.2500",
"Sangamon County","Speedway LLC","191003003","5","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",
"Sangamon County","Spin 2 Win 4, Inc.","180700717","6","18320223.3800","16808218.6500","1512004.7300","6111640.0000","4599635.2700","1512004.7300","512094.6100","436494.3400","75600.2700",
"Sangamon County","Sporton, Incorporated","140703570","5","3889757.3900","3582803.4000","306953.9900","1149435.0000","842480.5700","306954.4300","103962.0500","88614.2500","15347.8000",
"Sangamon County","STOCKYARD SALOON AND GAMING LLP","180700526","6","18430851.1900","17008000.8800","1422850.3100","6831208.0000","5408357.6600","1422850.3400","481645.7800","410503.2900","71142.4900",
"Sangamon County","TA Operating LLC","151001933","6","10961833.4500","9968124.4700","993708.9800","3134016.0000","2140198.7700","993817.2300","333447.2500","283756.3700","49690.8800",
"Sangamon County","TDIHMH ENTERPRISES, INC.","180701213","6","10870235.5100","9964888.0300","905347.4800","3996039.0000","3090691.5200","905347.4800","306628.6700","261361.2300","45267.4400",
"Sangamon County","Top Set Management, LLC","120708502","6","17557617.8600","16222222.3500","1335395.5100","6110708.0000","4774923.3200","1335784.6800","452469.8000","385680.5400","66789.2600",
"Sangamon County","Trailblazer Pub, Inc.","130705213","6","11276682.1900","10310824.6400","965857.5500","4122587.0000","3156729.4500","965857.5500","326710.8800","278417.9600","48292.9200",
"Sangamon County","Whiskey Ridge Saloon LLC","220701779","6","1652609.8200","1478277.4400","174332.3800","618684.0000","444351.6200","174332.3800","59273.2800","50556.6300","8716.6500",
"Sangamon County","WK Spencer LLC","190700640","6","6948170.8600","6290889.5400","657281.3200","2395114.0000","1737832.6800","657281.3200","222934.7400","190070.6600","32864.0800",
"Sauget","Big Sky Dining Services (Mississippi), Inc. ","210703114","6","5812035.2900","5339190.1600","472845.1300","1755191.0000","1282250.3500","472940.6500","160799.7900","137152.7600","23647.0300",
"Sauget","Big Sky Dining Services (Monsanto), Inc. ","210703111","6","2014859.4900","1877394.2900","137465.2000","587690.0000","450224.8000","137465.2000","46738.2400","39864.9600","6873.2800",
"Sauget","IRC L.P.","130702691","6","12057510.0700","11101782.7100","955727.3600","3398819.0000","2443213.5400","955605.4600","321597.2800","273816.9700","47780.3100",
"Sauget","Love's Travel Stops & Country Stores, Inc.","201000856","10","13649085.0400","12386657.8800","1262427.1600","4289658.0000","3027083.8900","1262574.1100","429275.4400","366146.6900","63128.7500",
"Sauget","MRC L.P.","130702709","6","5110548.6000","4724940.4000","385608.2000","1543593.0000","1157968.2500","385624.7500","129108.1500","109826.9100","19281.2400",
"Sauget","The Diner Inc.","150703294","3","1696906.4300","1537290.0900","159616.3400","608571.0000","448953.5700","159617.4300","53877.7300","45896.8400","7980.8900",
"Sauget","YELLOW BRICK ROAD BARS, INC.","160700631","6","25409313.6900","23253177.8100","2156135.8800","7308462.0000","5152593.5900","2155868.4100","728492.8100","620699.3700","107793.4400",
"Sauget","YELLOW BRICK ROAD BARS, INC.","170700924","6","38111298.1700","34887744.3900","3223553.7800","11978097.0000","8754527.9000","3223569.1000","1091845.9300","930667.4100","161178.5200",
"Sauget","YELLOW BRICK ROAD BARS, INC.","190704161","3","1568562.6200","1414744.5400","153818.0800","533574.0000","379755.6900","153818.3100","52298.5200","44607.5800","7690.9400",
"Sauk Village","3 J'S & R INC.","180702487","4","415598.7600","377583.2200","38015.5400","158847.0000","120831.4600","38015.5400","12661.1500","10760.3800","1900.7700",
"Sauk Village","AMY'S ENTERTAINMENT, LLC","190700228","6","10537354.2400","9670674.6400","866679.6000","4369225.0000","3502545.4000","866679.6000","292987.2900","249653.2700","43334.0200",
"Sauk Village","ANDREA'S PLACE INC.","180700134","6","11608113.3200","10607848.0300","1000265.2900","4187372.0000","3187106.7100","1000265.2900","338962.3000","288948.9200","50013.3800",
"Sauk Village","JUDY'S PLACE, INC.","190700581","5","856794.5400","781672.9000","75121.6400","312481.0000","237359.3600","75121.6400","25089.8400","21333.7500","3756.0900",
"Sauk Village","LENNY'S GAS N WASH SAUK TRAIL, LLC","201000197","10","94989501.2500","87185886.9800","7803614.2700","33326142.0000","25521942.4300","7804199.5700","2649073.6400","2258863.6000","390210.0400",
"Sauk Village","SAUK VILLAGE GYROS & GRILL, INC.","190701806","6","5586386.4400","5073747.6800","512638.7600","2330720.0000","1818081.0200","512638.9800","174297.9600","148665.9100","25632.0500",
"Sauk Village","SHERI'S PUB CORP","180700136","5","1195546.7600","1099915.6400","95631.1200","441239.0000","345607.8800","95631.1200","31558.1300","26776.6100","4781.5200",
"Sauk Village","TEQUILA SPORTS BAR & GRILL LLC","170703818","5","2395210.5200","2179281.6900","215928.8300","901821.0000","685892.1700","215928.8300","72725.1400","61928.6800","10796.4600",
"Saunemin","DIANNE & JOE'S, INC.","120703309","4","2287181.4300","2089237.1000","197944.3300","928736.0000","730791.6700","197944.3300","66574.6700","56677.4200","9897.2500",
"Saunemin","Shiva Gas 2 Inc.","170704028","5","5425569.5700","4972019.5300","453550.0400","1816789.0000","1363234.3100","453554.6900","153474.7100","130796.9000","22677.8100",
"Savanna","Baggers LLC","210702491","6","2351767.0000","2168912.9900","182854.0100","743932.0000","561077.8900","182854.1100","62170.5900","53027.8500","9142.7400",
"Savanna","BV PROWANT LLC","190701291","5","1026795.1600","947834.9800","78960.1800","273173.0000","194212.8200","78960.1800","26056.9000","22108.9000","3948.0000",
"Savanna","Dwarika Liquors, Inc.","170701363","5","9856993.9100","9038673.7000","818320.2100","2552103.0000","1733770.6900","818332.3100","276091.0900","235174.4700","40916.6200",
"Savanna","FUND 01235 L.L.C.","160702660","2","4132185.5500","3780678.3300","351507.2200","1015225.0000","663717.7800","351507.2200","119048.8100","101473.4900","17575.3200",
"Savanna","Green's Tap, Inc.","150701483","6","8240754.6600","7494767.9900","745986.6700","2077671.0000","1331684.4400","745986.5600","252363.6400","215064.2000","37299.4400",
"Savanna","GREEN'S TAP, INC.","190702597","6","7387703.1700","6757330.4500","630372.7200","2039733.0000","1409360.1200","630372.8800","214327.4400","182808.7100","31518.7300",
"Savanna","Greg Hess","150703553","6","10731103.3700","9708015.2200","1023088.1500","3508329.0000","2485240.6100","1023088.3900","346727.1800","295572.5800","51154.6000",
"Savanna","J & A Gendreau, LLC","170704162","3","9770.2000","8414.6600","1355.5400","2964.0000","1608.2200","1355.7800","447.4100","379.6200","67.7900",
"Savanna","J. B. Sullivan, LLC","170701564","5","8904612.8500","8149701.5800","754911.2700","2623184.0000","1868239.0300","754944.9700","255893.5800","218146.3000","37747.2800",
"Savanna","Manny's Inc.","120700601","6","11209906.6000","10277546.1400","932360.4600","3461024.0000","2528663.1900","932360.8100","315645.3100","269027.2200","46618.0900",
"Savanna","POINT ROCK INVESTMENTS, INC.","190704226","6","10858825.7000","9854954.6400","1003871.0600","3180563.0000","2176691.9400","1003871.0600","341316.5200","291122.9600","50193.5600",
"Savanna","Poopy's 2 Inc.","120700583","6","7980782.6700","7296375.2500","684407.4200","2710220.0000","2025812.5800","684407.4200","232076.9000","197856.5400","34220.3600",
"Savanna","Ridge Runners, Inc.","120711862","6","7536252.6700","6843121.8800","693130.7900","2471610.0000","1778479.1700","693130.8300","234504.6700","199848.0500","34656.6200",
"Savanna","SAVANNA LIQUOR LLC","220701179","6","1591840.2900","1448147.9200","143692.3700","472820.0000","329127.6300","143692.3700","48855.4700","41670.8300","7184.6400",
"Savanna","Savanna Lodge No. 1095, Loyal Order of Moose","120806281","3","1596062.9300","1449701.8800","146361.0500","578311.0000","431949.8500","146361.1500","49436.3600","42118.2400","7318.1200",
"Savanna","SIPPI-SIDE PUB & LIQUOR STORE INC.","220701760","6","2452775.6300","2257901.7600","194873.8700","826327.0000","631452.9700","194874.0300","66257.3400","56513.6300","9743.7100",
"Savanna","SUPER SHOTS BAR & LIQUOR LLC","200702253","6","1083858.1400","992488.4100","91369.7300","328059.0000","236689.2700","91369.7300","31065.7700","26497.2600","4568.5100",
"Savanna","TNTS 2019 LLC","220702285","6","485941.3100","444568.6100","41372.7000","174031.0000","132657.8000","41373.2000","14066.9600","11998.3000","2068.6600",
"Savanna","Vicky Gendreau","120711281","4","3198005.8100","2925113.2900","272892.5200","923295.0000","650402.2800","272892.7200","92505.5900","78860.9000","13644.6900",
"Savoy","Blackhawk Restaurant Group, LLC Series RSPSavoy","120712968","6","44855461.4900","41112250.8200","3743210.6700","14307601.0000","10564379.9600","3743221.0400","1267202.4800","1080041.4300","187161.0500",
"Savoy","Champaign-Urbana Elks #2497","120801404","5","4134523.5700","3867847.9400","266675.6300","1478576.0000","1211772.5700","266803.4300","90342.0000","77001.7900","13340.2100",
"Savoy","Old Orchard Lanes, Inc.","120700403","6","22659939.2200","20917039.1000","1742900.1200","8161234.0000","6418333.8800","1742900.1200","590384.2600","503239.1900","87145.0700",
"Savoy","Old Orchard Lanes, Inc.","140703123","6","32914404.5100","30486430.4200","2427974.0900","11573384.0000","9144818.7600","2428565.2400","822098.7800","700670.5100","121428.2700",
"Savoy","Senators Bar and Grill, Inc.","140700710","3","3019747.6600","2786722.9300","233024.7300","1039150.0000","806125.2700","233024.7300","78674.1700","67022.8900","11651.2800",
"Savoy","Star B.B.Q, Inc.","190701875","5","3027782.1100","2778488.7800","249293.3300","1360479.0000","1111185.6700","249293.3300","84587.8400","72123.1200","12464.7200",
"Sawyerville","Route 66 Gaming LLC","180703599","6","19306990.7700","17685364.8200","1621625.9500","5971185.0000","4349559.0400","1621625.9600","549105.2100","468023.7900","81081.4200",
"Sawyerville","Two Broke Girls LLC","160703449","5","1563276.5900","1426820.1800","136456.4100","473492.0000","337035.5900","136456.4100","46180.0400","39357.1800","6822.8600",
"Saybrook","TAAK Enterprises Inc.","160700188","5","1029137.1600","940193.1100","88944.0500","298194.0000","209249.7000","88944.3000","29857.6300","25410.3900","4447.2400",
"Scales Mound","Pop-A-Tops Again, Inc.","120710815","5","7736598.3000","7102765.8200","633832.4800","2331733.0000","1697900.4700","633832.5300","214741.0200","183049.4000","31691.6200",
"Schaumburg","1540 N. Roselle Road, Inc.","200701020","6","4362179.7200","3966547.4600","395632.2600","1601378.0000","1205687.6100","395690.3900","134534.9600","114750.4100","19784.5500",
"Schaumburg","1823 Restaurant Corp.","200700147","6","2677919.0700","2405603.2400","272315.8300","971193.0000","698877.1700","272315.8300","92587.2900","78971.5200","13615.7700",
"Schaumburg","1893 Walden Office Sq., Inc.","200700435","6","7525214.5200","6879599.7300","645614.7900","2837216.0000","2191581.2100","645634.7900","219516.1300","187234.3800","32281.7500",
"Schaumburg","1941 E. Algonquin Road, Inc.","200701018","6","10879267.8300","9892621.6100","986646.2200","3873747.0000","2887100.4400","986646.5600","335460.1200","286127.7600","49332.3600",
"Schaumburg","871 E. Algonquin Rd., Inc.","200701021","6","5771283.9900","5319573.7900","451710.2000","2011890.0000","1560179.8000","451710.2000","153581.8400","130996.2600","22585.5800",
"Schaumburg","BABY ELEPHANT INC.","200700073","4","11641016.6500","10636489.7500","1004526.9000","3768278.0000","2763751.1000","1004526.9000","341539.4100","291313.0500","50226.3600",
"Schaumburg","BACOWKA, INC.","220703208","5","283071.9300","252315.2700","30756.6600","100634.0000","69877.1000","30756.9000","10457.3200","8919.4900","1537.8300",
"Schaumburg","CHICAGO PRIME BAR & GRILL, INC.","210702353","6","1446135.1400","1304869.8600","141265.2800","499098.0000","357832.7200","141265.2800","48030.3400","40967.0700","7063.2700",
"Schaumburg","Frato's Restaurants, Inc.","220701471","6","29356.3900","28347.3600","1009.0300","10741.0000","9731.9700","1009.0300","343.0600","292.6100","50.4500",
"Schaumburg","M & S ENTERTAINMENT LLC","210702460","6","5268712.3000","4763181.3900","505530.9100","1877314.0000","1371783.0900","505530.9100","171880.7000","146604.1300","25276.5700",
"Schaumburg","McCullough's Pub, Inc.","190703864","6","11287275.3000","10249258.3900","1038016.9100","3715971.0000","2677913.3900","1038057.6100","352939.6800","301036.7700","51902.9100",
"Schaumburg","NAPOLI PER TUTTI, LLC","220702447","4","1580.2400","1155.1500","425.0900","997.0000","571.9100","425.0900","144.5300","123.2800","21.2500",
"Schaumburg","NDC MANAGEMENT, INC.","200700082","6","4254251.1200","3834925.8800","419325.2400","1711891.0000","1292565.7600","419325.2400","142571.4100","121605.0200","20966.3900",
"Schaumburg","PILOT PETE'S II, INC.","200700186","6","4548491.0600","4117311.6200","431179.4400","1810093.0000","1378913.5600","431179.4400","146601.0100","125042.0300","21558.9800",
"Schaumburg","SHUFFLES CAFE & LOUNGE LLC NORTH SCHAUMBURG","210701844","6","8688477.8900","7893945.1500","794532.7400","3116710.0000","2322177.2600","794532.7400","270141.4000","230414.7500","39726.6500",
"Schaumburg","SHUFFLES CAFE & LOUNGE LLC- EAST SCHAUMBURG","210701906","6","4657641.2100","4210247.7900","447393.4200","1555097.0000","1107583.6600","447513.3400","152154.6900","129779.0000","22375.6900",
"Schaumburg","SHUFFLES CAFE & LOUNGE LLC- SOUTH SCHAUMBURG","210701632","6","6280083.5600","5687776.8800","592306.6800","2282664.0000","1690349.8100","592314.1900","201386.8100","171771.1000","29615.7100",
"Schaumburg","SHUFFLES CAFE & LOUNGE LLC- WEST SCHAUMBURG","210701634","6","10584720.8500","9552022.5700","1032698.2800","3594871.0000","2562036.3200","1032834.6800","351164.0300","299522.2600","51641.7700",
"Schaumburg","THE VILLAGE TAVERN & GRILL, INC.","190703906","6","10167040.1200","9419314.8600","747725.2600","3720082.0000","2972256.6900","747825.3100","254261.2500","216869.9000","37391.3500",
"Schaumburg","WESTWOOD TAVERN AND TAP LLC","200701693","4","5875585.6300","5394697.9100","480887.7200","2124072.0000","1643184.2800","480887.7200","163502.1900","139457.7100","24044.4800",
"Schiller Park","27 Irving Park, LLC","140703638","6","25581529.4600","23533890.0900","2047639.3700","7312657.0000","5265008.5300","2047648.4700","694050.3200","591667.8400","102382.4800",
"Schiller Park","888 ENTERTAINMENT INC.","180700784","6","18072486.6800","16351976.5900","1720510.0900","6080722.0000","4360008.8600","1720713.1400","583154.4900","497118.7100","86035.7800",
"Schiller Park","Alc Corp.","140700829","6","10163165.5000","9154602.4500","1008563.0500","3424681.0000","2416117.9700","1008563.0300","341194.5700","290766.2800","50428.2900",
"Schiller Park","Bacci Cafe & Pizzeria on Milwaukee Ave., Inc.","200701182","6","9780562.3500","8914329.5300","866232.8200","3044997.0000","2178763.9000","866233.1000","294519.7900","251208.0300","43311.7600",
"Schiller Park","Bottoms Up Bar & Lounge Incorporated","210703430","6","2833133.1000","2586826.9500","246306.1500","962417.0000","716037.3600","246379.6400","83769.2200","71450.2500","12318.9700",
"Schiller Park","Bravo 4200 LLC","190703164","6","4405949.2300","3987948.8900","418000.3400","1598636.0000","1180627.0800","418008.9200","142123.6200","121223.0800","20900.5400",
"Schiller Park","Cafe Mirage Corporation","140701867","3","1653400.7700","1527553.0700","125847.7000","397696.0000","271848.3000","125847.7000","42617.3100","36324.9000","6292.4100",
"Schiller Park","CHASERS SPORTS BAR & GRILL OF SCHILLER PARK LLC","170704239","6","20063412.2200","18363297.2000","1700115.0200","6754425.0000","5054301.6200","1700123.3800","575926.5500","490920.3200","85006.2300",
