"Statewide Allocation Detail"
"August 2019 - August 2023"
"Report Date: 09/28/2023 19:14 PM",
"Municipality","Establishment","License Number","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","Net Terminal Income","NTI Tax","State Share","Municipality Share",
"Mattoon","Quick Gits, Incorporated","140702956","5","448804.9100","415489.5000","33315.4100","168570.0000","135254.5900","33315.4100","10994.1600","9328.3800","1665.7800",
"Mattoon","Suite Dreams Hospitality LLC","170704201","5","9606514.9800","8851122.2900","755392.6900","2578309.0000","1822825.6500","755483.3500","256158.3500","218384.1100","37774.2400",
"Mattoon","The Ice House of Mattoon, Inc. ","140700154","6","23087551.9500","21322001.9800","1765549.9700","6854152.0000","5088518.1900","1765633.8100","597972.4500","509690.7700","88281.6800",
"Mattoon","The Speakeasy, LLC","170701030","6","17985361.3800","16592069.4500","1393291.9300","5656111.0000","4262818.0700","1393292.9300","472458.8100","402794.1300","69664.6800",
"Mattoon","TLGM, INC.","160702735","5","1066085.4700","987772.4200","78313.0500","318786.0000","240473.0300","78312.9700","25843.3100","21927.6500","3915.6600",
"Mattoon","WILDCATTERS MATTOON INC.","200702572","6","7851161.4800","7191093.3100","660068.1700","2364770.0000","1704701.5400","660068.4600","224423.7800","191420.2900","33003.4900",
"Maywood","Lacey's Place LLC Series Maywood","160702876","6","28004943.7900","25440622.4200","2564321.3700","11648814.0000","9084492.6100","2564321.3900","869067.2400","740851.0300","128216.2100",
"Maywood","LUCKY BERNIE'S MAYWOOD, LLC","190702135","6","15984100.7200","14363924.9100","1620175.8100","5784801.0000","4164400.6400","1620400.3600","550725.9600","469705.8500","81020.1100",
"Mazon","MINIT MART, LLC","181004512","5","7304349.4800","6654013.8100","650335.6700","2428820.0000","1778234.4800","650585.5200","221199.4700","188670.1400","32529.3300",
"Mazon","TA Operating LLC","151001942","6","2366145.6500","2177990.0600","188155.5900","813811.0000","625643.8400","188167.1600","62869.9700","53461.6100","9408.3600",
"McClure","Willa Simmons","120704790","5","7445630.1200","6877787.9900","567842.1300","1925086.0000","1357243.8700","567842.1300","192473.7100","164081.5300","28392.1800",
"McCook","J.C.'S OF MCCOOK, INC.","120702311","6","23281770.2900","21434483.5400","1847286.7500","7969990.0000","6122620.1800","1847369.8200","625396.0700","533027.5300","92368.5400",
"McCook","MAX PUB, NFP","180704135","5","365418.5600","322604.7400","42813.8200","130738.0000","87924.1800","42813.8200","14128.5800","11987.9000","2140.6800",
"McCook","MCCOOK BOHEMIAN/AMERICAN FAMILY RESTAURANT, INC.","120706682","6","4447746.8700","4068396.7000","379350.1700","1435586.0000","1056235.8300","379350.1700","128476.9800","109509.4000","18967.5800",
"McCook","PALMER VENTURES, INC.","220701092","6","1970855.7700","1813783.0700","157072.7000","695157.0000","538083.9000","157073.1000","53404.9800","45551.3000","7853.6800",
"McCook","Saban's Place, Inc.","120702952","4","4613641.0300","4197251.1900","416389.8400","1611656.0000","1195266.1600","416389.8400","140818.0900","119998.5700","20819.5200",
"McCook","STEAK-N-EGGER, CHICAGO AIRPORT, INC.","120712648","6","21685736.0400","19922682.6000","1763053.4400","7371868.0000","5608770.6800","1763097.3200","596153.7000","507998.7800","88154.9200",
"McCook","T & G Inc.","150700268","5","21626258.3100","19689981.0300","1936277.2800","7602052.0000","5665774.1100","1936277.8900","655963.2000","559149.3000","96813.9000",
"McCullom Lake","ALL SPORTS BAR & GRILL, INC.","120706714","6","9073845.7100","8257211.4300","816634.2800","3461434.0000","2644717.5400","816716.4600","276365.2200","235529.3100","40835.9100",
"McCullom Lake","MCNL LAKE INC.","180704367","6","7946016.9200","7252890.5600","693126.3600","2885904.0000","2192777.6400","693126.3600","235295.8900","200639.5000","34656.3900",
"McCullom Lake","MCNL POKER, INC.,","160703514","6","15503371.5300","14201531.2100","1301840.3200","5915683.0000","4613842.7800","1301840.2200","440749.7600","375657.6100","65092.1500",
"McDonough County","Gold Hills Golf Club, Inc.","140701382","5","2869211.4500","2661376.2500","207835.2000","885562.0000","677726.6200","207835.3800","70218.2800","59863.8300","10354.4500",
"McHenry","2022 Foodmart Inc.","200701088","6","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",
"McHenry","3 Queens Inc.","160703292","6","40376035.6400","36964361.1500","3411674.4900","12860699.0000","9449019.4500","3411679.5500","1155754.2000","985170.1400","170584.0600",
"McHenry","ADDISON'S STEAKHOUSE LLC","160703335","5","2956651.9100","2714875.0600","241776.8500","1159013.0000","917236.1900","241776.8100","81585.4700","69496.5700","12088.9000",
"McHenry","After The Fox, Ltd.","120702020","6","19405692.4200","17907567.2900","1498125.1300","6708247.0000","5210120.9200","1498126.0800","507060.4100","432154.0400","74906.3700",
"McHenry","ANNIES MCHENRY LLC","210702596","6","14165429.7200","12870531.3200","1294898.4000","5276763.0000","3981844.6000","1294918.4000","440272.5900","375526.6300","64745.9600",
"McHenry","BIG ANG INC.","170701597","3","455414.2500","415101.3100","40312.9400","178413.0000","138100.1600","40312.8400","13425.8200","11410.1400","2015.6800",
"McHenry","Blackhawk Restaurant Group LLC Series McHenryG","150702324","6","39483609.7100","36192664.3800","3290945.3300","12088272.0000","8797207.7500","3291064.2500","1114123.2000","949569.9900","164553.2100",
"McHenry","C L Quick Stop of Belvidere, Inc.","150702464","6","33879461.9000","30985510.5700","2893951.3300","10760328.0000","7866376.6700","2893951.3300","980081.3700","835383.7800","144697.5900",
"McHenry","C L QUICK STOP OF BELVIDERE, INC.","230701024","6","280762.5800","256351.7400","24410.8400","96115.0000","71704.1600","24410.8400","8299.7100","7079.1600","1220.5500",
"McHenry","Chen Jackpot Cafe Inc.","180701595","6","8039295.6400","7369459.8400","669835.8000","2648625.0000","1978788.9600","669836.0400","226110.4100","192618.5800","33491.8300",
"McHenry","Corkscrew Pointe , Inc.","120700171","6","11787245.5600","10782863.5400","1004382.0200","3562388.0000","2557983.7800","1004404.2200","340146.3100","289926.1400","50220.1700",
"McHenry","DINING SOLUTIONS, INC.","160700801","6","9327824.3000","8537523.1200","790301.1800","3291223.0000","2500921.7200","790301.2800","267527.1500","228012.0400","39515.1100",
"McHenry","DKS Investment Group Inc.","120700262","5","807333.6200","734236.8300","73096.7900","271711.0000","198614.2600","73096.7400","24121.9200","20467.0800","3654.8400",
"McHenry","DONS SUBS LLC","200702320","4","365241.2900","333156.9700","32084.3200","149987.0000","117902.6800","32084.3200","10908.9000","9304.6700","1604.2300",
"McHenry","El Gordo Mexican Restaurant Inc.","180702390","5","3523560.2900","3206379.3700","317180.9200","1193812.0000","876630.9400","317181.0600","107356.4200","91497.3400","15859.0800",
"McHenry","EMDK VENTURE, LLC","160701718","6","11819779.4800","10806388.4500","1013391.0300","4072477.0000","3059056.9700","1013420.0300","343121.5900","292450.5700","50671.0200",
"McHenry","EMMA RIBAR, INC.","200701511","3","452693.9300","424360.8100","28333.1200","174279.0000","145945.8800","28333.1200","9633.3600","8216.6900","1416.6700",
"McHenry","FLO-IN CORP.","140702926","3","1078609.4000","973910.7500","104698.6500","351071.0000","246372.3500","104698.6500","35315.9400","30080.9500","5234.9900",
"McHenry","Gamblur LLC","210700321","6","11224183.0600","10196444.9500","1027738.1100","4221262.0000","3193523.8900","1027738.1100","349431.3900","298044.4300","51386.9600",
"McHenry","HUB MARKET, LLC","200701895","4","151227.9500","132822.9100","18405.0400","59670.0000","41264.9600","18405.0400","6257.7400","5337.4500","920.2900",
"McHenry","I.M. STEIN, INC.","140701671","6","24872482.4500","22690236.9300","2182245.5200","7820579.0000","5638333.4800","2182245.5200","739534.6800","630422.4100","109112.2700",
"McHenry","I.M. STEIN, INC.","180702718","6","15217111.4000","13758795.6700","1458315.7300","5617210.0000","4158893.8200","1458316.1800","494185.4300","421269.5300","72915.9000",
"McHenry","JEXAL'S INC.","180702192","6","6230048.0800","5720646.0900","509401.9900","2336871.0000","1827468.7300","509402.2700","172188.0100","146717.8400","25470.1700",
"McHenry","Kelsey No. 3 LLC","200700858","5","165755.5900","147007.6100","18747.9800","65887.0000","47139.0200","18747.9800","6374.4200","5437.0200","937.4000",
"McHenry","Lacey's Place LLC Series McHenry","170700001","6","31059934.3100","28201076.9400","2858857.3700","9937241.0000","7078383.1100","2858857.8900","968477.0300","825534.1200","142942.9100",
"McHenry","Liberty Club, NFP","150700542","4","8320288.9100","7606010.1500","714278.7600","2922017.0000","2207724.4300","714292.5700","241517.4900","205802.8000","35714.6900",
"McHenry","Little Jennie, Inc.","140700766","4","3322202.0400","3084368.7400","237833.3000","974888.0000","737054.4200","237833.5800","79975.6100","68083.8300","11891.7800",
"McHenry","MC HENRY AMERICAN LEGION, INC.","190901049","6","8771665.4500","7987762.6100","783902.8400","3061609.0000","2277706.0100","783902.9900","266395.4100","227200.2400","39195.1700",
"McHenry","Mc Henry Country Club","210701323","5","482882.8900","432058.2400","50824.6500","196169.0000","145344.3500","50824.6500","17280.3900","14739.1400","2541.2500",
"McHenry","McHenry 31 Co.","170700679","5","6263529.5800","5710724.9600","552804.6200","2235595.0000","1682617.6000","552977.4000","186978.7600","159329.9100","27648.8500",
"McHenry","MCHENRY COBBS, INC.","170703525","5","10626003.5100","9677796.7400","948206.7700","3995655.0000","3047428.1400","948226.8600","321085.3500","273673.9400","47411.4100",
"McHenry","O.B.T. INC.","180703985","6","21095079.0000","19397578.3500","1697500.6500","7388764.0000","5691058.0500","1697705.9500","575350.7600","490465.4100","84885.3500",
"McHenry","Papajay LLC","160702822","5","12852710.5000","11789933.6400","1062776.8600","3925903.0000","2863121.5400","1062781.4600","359863.5800","306724.4900","53139.0900",
"McHenry","PLUM GARDEN, LLC","180701453","6","8658519.2500","7854462.5600","804056.6900","2781454.0000","1977377.1600","804076.8400","272398.1900","232194.3300","40203.8600",
"McHenry","R.V.V.J., LTD.","120700682","4","1871942.1600","1716370.5000","155571.6600","701538.0000","545966.3400","155571.6600","52549.7300","44771.1300","7778.6000",
"McHenry","RTT FOX VALLEY GROUP, LTD.","170701282","5","1313136.7000","1202139.2800","110997.4200","448003.0000","337001.5200","111001.4800","36630.5000","31080.4400","5550.0600",
"McHenry","Salerno's McHenry, Inc.","180703729","6","13302566.2600","12114042.0200","1188524.2400","5082402.0000","3893877.6400","1188524.3600","402260.5900","342834.3400","59426.2500",
"McHenry","SOHCRA, Inc.","130700502","4","1324846.6400","1208879.8400","115966.8000","486860.0000","370893.1700","115966.8300","39077.4600","33279.1100","5798.3500",
"McHenry","Stella's - McHenry Plaza, LLC","130703787","6","53614725.0100","49022469.7500","4592255.2600","16413718.0000","11821445.5500","4592272.4500","1556158.6400","1326545.0000","229613.6400",
"McHenry","Sushi King Inc.","150703087","5","178532.5200","162319.2000","16213.3200","65369.0000","49155.6800","16213.3200","5352.8100","4542.1800","810.6300",
"McHenry","THE GAMBLER OF MCHENRY, INC.","120703132","5","4842242.3400","4428488.7700","413753.5700","1648064.0000","1234296.6600","413767.3400","138364.4300","117676.0600","20688.3700",
"McHenry","The Patroons Mexican Restaurant Inc.","150703614","6","11061167.2700","10132566.2500","928601.0200","3398669.0000","2470048.2300","928620.7700","314061.5600","267630.4100","46431.1500",
"McHenry","TREY & TOM CORP.","120700638","4","2026499.4600","1873009.9500","153489.5100","674835.0000","521342.4900","153492.5100","51687.7200","44013.0900","7674.6300",
"McHenry","UTOPIAN ROAST, LLC","190703958","5","594386.9400","538937.6600","55449.2800","230342.0000","174892.7200","55449.2800","18853.0000","16080.5300","2772.4700",
"McHenry","V.F.W. Veterans Club, Inc.","120900149","6","22088294.6800","20277462.8500","1810831.8300","7947388.0000","6136556.1700","1810831.8300","613612.7300","523071.0700","90541.6600",
"McHenry","VENUS, INC.","160700540","6","21004590.2100","19252493.9100","1752096.3000","6867721.0000","5115624.7500","1752096.2500","593106.4100","505501.5800","87604.8300",
"McHenry","Village Squire of McHenry, Inc.","130702401","6","20798396.0200","18945293.8600","1853102.1600","7509393.0000","5656290.8400","1853102.1600","627063.2700","534408.1800","92655.0900",
"McHenry","Wade's Wave, Inc.","180702531","6","13762121.8300","12641141.0000","1120980.8300","5408220.0000","4287207.6500","1121012.3500","380243.9600","324193.3700","56050.5900",
"McHenry","Windhill Pancake Parlor, Inc.","130702877","5","3635774.2400","3340768.8100","295005.4300","1139694.0000","844688.5700","295005.4300","99702.3300","84952.0000","14750.3300",
"McHenry","YE OLDE CORNER TAP CORPORATION","200701245","5","2531657.4000","2289088.2900","242569.1100","898466.0000","655896.8900","242569.1100","82473.8200","70345.3500","12128.4700",
"McHenry County","11508 BIG FOOT CORPORATION","130702713","6","14017920.5500","12870707.3700","1147213.1800","4666237.0000","3519012.2500","1147224.7500","388480.5200","331119.1400","57361.3800",
"McHenry County","2022 Foodmart Inc.","200701088","6","30428502.9700","28077520.6300","2350982.3400","9761812.0000","7410829.3300","2350982.6700","799334.1200","681784.9700","117549.1500",
"McHenry County","801 North River Road, Inc.","130702849","6","7468397.5600","6828508.2600","639889.3000","2624185.0000","1984295.1400","639889.8600","216643.8000","184649.3300","31994.4700",
"McHenry County","ALIBI PUB & GRUB, LLC","190700745","6","1226002.7700","1121268.9100","104733.8600","473094.0000","368360.1400","104733.8600","35123.6600","29886.9900","5236.6700",
"McHenry County","AMBE Gasoline, LLC","220702834","6","3472405.0400","3108143.1000","364261.9400","1098676.0000","734414.0600","364261.9400","123849.3600","105636.2400","18213.1200",
"McHenry County","APPS 2 LLC","210700276","6","5055983.4900","4585394.0100","470589.4800","1792381.0000","1321791.5200","470589.4800","160000.6300","136471.1500","23529.4800",
"McHenry County","ATHANS HOLDINGS, LLC - SERIES TRIPLE 7","220703067","6","886834.2300","816183.8300","70650.4000","307846.0000","237195.6000","70650.4000","24021.1100","20488.5900","3532.5200",
"McHenry County","AVA'S PLACE III LLC","210701227","6","7762430.4700","7098914.9600","663515.5100","2572960.0000","1909444.4900","663515.5100","225595.5500","192419.7800","33175.7700",
"McHenry County","AVA'S PLACE LLC AVA'S PLACE II LLC","170701022","6","40859572.4300","37436786.7600","3422785.6700","13399232.0000","9976346.4000","3422885.6000","1160282.1200","989137.8100","171144.3100",
"McHenry County","Bolt-On Inn, Inc.","140703381","6","8806700.1300","7962545.2100","844154.9200","3102521.0000","2258366.0100","844154.9900","286233.1900","244025.3800","42207.8100",
"McHenry County","CAREYS ALIBI INC.","210700320","6","6693167.1100","6160681.6900","532485.4200","2334437.0000","1801944.4900","532492.5100","181047.6900","154423.0300","26624.6600",
"McHenry County","Cary Country Club, Inc.","130705497","3","1375959.6300","1252238.1000","123721.5300","445254.0000","321532.4700","123721.5300","41946.4100","35760.3100","6186.1000",
"McHenry County","CHINA GIRL, INC.","130702679","6","2416907.1100","2229021.1600","187885.9500","977870.0000","789983.1400","187886.8600","62787.8100","53393.4400","9394.3700",
"McHenry County","CRYSTAL BOWL, INC.","130702681","3","1034920.2000","946776.9100","88143.2900","343295.0000","255151.5400","88143.4600","29620.1700","25213.0000","4407.1700",
"McHenry County","CSP ENTERTAINMENT, INC.","140703190","6","20618729.2600","18958735.9700","1659993.2900","7264842.0000","5604829.7100","1660012.2900","562290.6200","479290.0300","83000.5900",
"McHenry County","DIEZEL GIRLS INC.","140701720","5","6844101.7300","6182539.7700","661561.9600","2244852.0000","1583289.5600","661562.4400","223973.7800","190895.6400","33078.1400",
"McHenry County","DOUVIKAS & RASMUSEN, INC.","150703022","4","639482.0100","590540.6200","48941.3900","215116.0000","166174.6600","48941.3400","16150.6100","13703.5600","2447.0500",
"McHenry County","DRB, INC.","130702714","6","10018007.8100","9160080.7400","857927.0700","3511912.0000","2653984.9300","857927.0700","289956.7700","247060.4200","42896.3500",
"McHenry County","GAJANAN921 INC.","210703681","6","5067720.1200","4662084.1500","405635.9700","1791538.0000","1385902.0300","405635.9700","137916.7700","117634.9100","20281.8600",
"McHenry County","Graham C-Stores Co.","220701408","6","5110716.0500","4647582.5800","463133.4700","1839238.0000","1376104.5300","463133.4700","157465.6200","134308.9000","23156.7200",
"McHenry County","HORIZONTAL'S, INCORPORATED","130702809","6","24388237.5400","22420214.1500","1968023.3900","8014048.0000","6046001.0100","1968046.9900","666773.1700","568370.7200","98402.4500",
"McHenry County","INNKEEPER III, INC.","170700100","6","6886225.3500","6282613.1000","603612.2500","2705129.0000","2101516.6200","603612.3800","204536.9400","174356.2400","30180.7000",
"McHenry County","KIEF'S REEF, INC.","130702687","6","22313727.9400","20313087.3400","2000640.6000","7460828.0000","5459953.5300","2000874.4700","678235.8700","578192.0800","100043.7900",
"McHenry County","LAKE SIDE INC.","160701349","6","15994086.9100","14568077.6700","1426009.2400","5333272.0000","3907242.7600","1426029.2400","483141.0600","411839.5600","71301.5000",
"McHenry County","LUCKY ESTHER'S INCORPORATED","180701760","6","11827193.5500","10732099.0100","1095094.5400","4524734.0000","3429639.4600","1095094.5400","371175.3100","316420.5700","54754.7400",
"McHenry County","MACKEY, INC.","130702677","6","15415312.7700","14018494.4800","1396818.2900","5596129.0000","4199180.9600","1396948.0400","473037.1800","403189.6500","69847.5300",
"McHenry County","Marengo Liquors, Inc.","180702056","5","871616.3100","803381.3600","68234.9500","290111.0000","221876.0500","68234.9500","22738.7600","19326.9800","3411.7800",
"McHenry County","Marengo Ridge Golf and Country Club, Inc.","140701294","3","1775528.8300","1624895.4800","150633.3500","599657.0000","448992.5300","150664.4700","51087.2300","43553.9400","7533.2900",
"McHenry County","MARY'S HIDEAWAY BAR AND GRILL, LLC","220703968","6","627051.9200","560589.3500","66462.5700","220661.0000","154197.6200","66463.3800","22597.6700","19274.4700","3323.2000",
"McHenry County","Mavericks Gaming Spirits & Crafts Inc. ","130702682","6","12794629.9600","11674713.7500","1119916.2100","4230944.0000","3110945.4600","1119998.5400","379780.0600","323780.1200","55999.9400",
"McHenry County","NAPOLI PIZZA - WONDER LAKE, LLC","220701494","5","705802.8800","637528.2700","68274.6100","246563.0000","178285.5900","68277.4100","23214.3200","19800.4800","3413.8400",
"McHenry County","O. G. B. B. Corporation","140702141","6","8766382.6700","8144674.1900","621708.4800","2756122.0000","2134385.1900","621736.8100","210217.7300","179130.7500","31086.9800",
"McHenry County","OLD RIVERS INN, INC.","130702715","6","10243206.7500","9332362.2600","910844.4900","3886024.0000","2975097.1900","910926.8100","308643.5000","263097.0700","45546.4300",
"McHenry County","Riverside Pub LLC","130706600","6","10849944.0400","9883184.0500","966759.9900","3991210.0000","3024450.0100","966759.9900","327186.9100","278848.8900","48338.0200",
"McHenry County","Ronald J Protz","140703608","6","10798003.4200","9859096.8400","938906.5800","3447337.0000","2508390.4100","938946.5900","317858.9800","270911.6400","46947.3400",
"McHenry County","SLOTS BY THE FOX, LLC","190701783","6","24884973.9600","22793409.3600","2091564.6000","7820177.0000","5728612.1200","2091564.8800","709802.3900","605224.0800","104578.3100",
"McHenry County","TEAM SMITH, INC.","170700079","4","561625.3000","513910.0900","47715.2100","160587.0000","112871.8800","47715.1200","15767.5000","13381.7600","2385.7400",
"McHenry County","THE GRAND OLD MILL LTD.","130702685","3","175925.6900","161673.4800","14252.2100","79934.0000","65681.8600","14252.1400","4703.2100","3990.6100","712.6000",
"McHenry County","TIERRA CALIENTE RESTAURANT & BAR, INC.","220702553","6","1442526.2300","1316475.9400","126050.2900","585860.0000","459809.7100","126050.2900","42857.1200","36554.6200","6302.5000",
"McHenry County","TONY V'S II, INC.","130702680","5","6869652.9000","6258611.4000","611041.5000","2281606.0000","1670564.8000","611041.2000","206925.6700","176373.5600","30552.1100",
"McHenry County","TOWN LIQUORS OF ALGONQUIN, INC.","160701616","6","15715372.4400","14314722.7100","1400649.7300","5391592.0000","3990941.2700","1400650.7300","474628.9800","404596.3600","70032.6200",
"McHenry County","VILLAGE MARKET WEST, INC.","220702063","6","278036.4800","243139.9900","34896.4900","108988.0000","74090.8700","34897.1300","11865.0300","10120.1800","1744.8500",
"McHenry County","VIRGINIA D. BRZENK","140702864","5","513308.4600","470171.6600","43136.8000","194554.0000","151417.2000","43136.8000","14314.1300","12157.2800","2156.8500",
"McHenry County","Weiseguys LLC","160703413","4","2768335.7500","2526756.7900","241578.9600","1018442.0000","776863.0400","241578.9600","81760.6000","69681.5800","12079.0200",
"McHenry County","WHISKEY WATERS, INC.","180700777","6","13189617.6600","12100928.9700","1088688.6900","3963861.0000","2875170.2600","1088690.7400","368443.5800","314008.9900","54434.5900",
"McHenry County","WLKP POKER, INC.,","190700262","6","15452037.3300","14163346.9800","1288690.3500","4827134.0000","3538443.6500","1288690.3500","436877.9400","372443.3200","64434.6200",
"McHenry County","Zheng Sushi Sushi Inc.","220703897","4","56925.0500","51713.0000","5212.0500","19902.0000","14639.8800","5262.1200","1789.1300","1526.0200","263.1100",
"McLean","Kickn 66 Liquor & More Corporation","200701670","6","4572442.9200","4108633.3100","463809.6100","1699605.0000","1235795.2700","463809.7300","157696.0100","134505.4200","23190.5900",
"McLean","MINIT MART, LLC","190701685","6","2339076.5000","2142374.4500","196702.0500","736770.0000","540048.1300","196721.8700","66885.8800","57049.7800","9836.1000",
"McLean","Road Ranger, L.L.C.","121008095","6","30623515.5100","27921372.6500","2702142.8600","9352607.0000","6650462.9100","2702144.0900","914681.5000","779574.1900","135107.3100",
"McLean County","American Legion, Louis E. Davis Post #56, Inc.","150902962","3","1593614.0800","1491681.2600","101932.8200","490959.0000","389026.1800","101932.8200","34552.1900","29455.5200","5096.6700",
"McLean County","Evergreen FS, Inc.","211000882","10","15208448.9400","13894407.2600","1314041.6800","5177327.0000","3863102.1500","1314224.8500","446836.8400","381125.5200","65711.3200",
"McLean County","Freedom Oil Company","131005592","6","9117586.2000","8406911.7700","710674.4300","2978078.0000","2267101.3300","710976.6700","238429.2600","202880.4100","35548.8500",
"McLean County","Graybill Limited","120701287","5","3701795.0400","3379182.8400","322612.2000","1411516.0000","1088901.3000","322614.7000","109303.1600","93172.4200","16130.7400",
"McLean County","Green Gables Bar & Grill, LLC","210700455","5","2213447.7800","2019026.1900","194421.5900","890842.0000","696420.4100","194421.5900","66103.2000","56382.1500","9721.0500",
"McLean County","Indian Springs Recreation Association","220700032","3","196882.1300","198981.0800","-2098.9500","77787.0000","79885.9500","-2098.9500","-713.5500","-608.6300","-104.9200",
"McLean County","IRWIN ENTERTAINMENT, INC.","120710395","3","560189.2100","514052.2100","46137.0000","166209.0000","120072.0000","46137.0000","15360.4800","13053.6300","2306.8500",
"McLean County","K M B & G, INC.","120700707","5","259124.1100","239207.0600","19917.0500","70898.0000","50980.9500","19917.0500","6572.6000","5576.7600","995.8400",
"McLean County","KMDB LLC","190703354","6","6826673.5000","6221158.1200","605515.3800","2226228.0000","1620711.6700","605516.3300","205875.8100","175599.9600","30275.8500",
"McLean County","Michael Holder","120700470","4","4322398.7400","3960793.9400","361604.8000","1458624.5000","1097019.5300","361604.9700","110870.5000","92788.7900","18081.7100",
"McLean County","Suketu Trivedi Inc.","150701388","6","18509056.7200","16775049.2000","1734007.5200","6144509.0000","4410501.4800","1734007.5200","587836.5000","501136.0100","86700.4900",
"McLean County","T Vandyke, Inc.","210702349","5","2895703.9900","2687493.0100","208210.9800","931681.0000","723470.0000","208211.0000","70791.7500","60381.2100","10410.5400",
"McLean County","Thrift Avenue, LLC","220702729","6","589597.1600","545217.2100","44379.9500","203584.0000","159204.0500","44379.9500","15089.1900","12870.2100","2218.9800",
"Mcleansboro","B.P.O.E. MCLEANSBORO LODGE NO. 1882","120811573","6","7459054.3800","6813731.5100","645322.8700","2391152.0000","1745826.4300","645325.5700","218633.0200","186366.7000","32266.3200",
"Mcleansboro","Fraternal Order of Eagles McLeansboro-Aerie #2699","130806037","6","18900211.6000","17448345.4300","1451866.1700","5464512.0000","4012637.8300","1451874.1700","492150.7800","419557.1000","72593.6800",
"Mcleansboro","John H. Stelle Post 106","120909879","6","6565195.4500","5967110.3500","598085.1000","2071278.0000","1473191.9600","598086.0400","202674.4400","172770.1100","29904.3300",
"McNabb","ONE PAW'Z PUB, LLC","150701597","5","1635432.9300","1493568.0500","141864.8800","520126.0000","378261.1200","141864.8800","47384.9800","40369.8300","7015.1500",
"Mechanicsburg","ABE'S HIDEOUT, LLC","160700677","4","3504833.0100","3229011.9600","275821.0500","1200301.0000","924474.7700","275826.2300","93425.6500","79634.3500","13791.3000",
"Mechanicsburg","JELLEYBEAN SHIRTS & SIGNS LLC","130705266","6","7715530.1300","7066499.3100","649030.8200","2682736.0000","2033638.4800","649097.5200","219591.7400","187136.7500","32454.9900",
"Mechanicsburg","S D Petroleum Inc.","170701888","5","6899666.8900","6252584.1100","647082.7800","2149762.0000","1502678.3500","647083.6500","219042.8600","186688.5900","32354.2700",
"Melrose Park","1901 W. NORTH AVENUE, INC.","180700068","3","4759660.7300","4416616.9200","343043.8100","1388255.0000","1045034.1200","343220.8800","116380.4200","99219.3000","17161.1200",
"Melrose Park","5 Stars Sports Inc.","200700240","5","28945.7300","26808.9700","2136.7600","11813.0000","9676.2400","2136.7600","726.4800","619.6500","106.8300",
"Melrose Park","ABRUZZO'S DIVISION LOUNGE AND ITALIAN RESTAURANT, INC.","130700290","5","6810601.1000","6255433.6000","555167.5000","2020079.0000","1464911.5000","555167.5000","188188.1800","160429.7800","27758.4000",
"Melrose Park","Across The Border LLC","210702002","6","1749696.9800","1586146.3000","163550.6800","675226.0000","511675.2700","163550.7300","55607.2300","47429.6700","8177.5600",
"Melrose Park","B.O.D, CORP.,","160700275","6","37490599.2800","34025622.0600","3464977.2200","13695417.0000","10230417.4100","3464999.5900","1172931.2000","999681.1400","173250.0600",
"Melrose Park","BENTLEY CAFE LLC","220702334","6","1684671.6300","1535559.8200","149111.8100","695221.0000","546109.1900","149111.8100","50698.0400","43242.4600","7455.5800",
"Melrose Park","Bets On Broadway LLC","170703233","6","25612000.2700","23169730.9300","2442269.3400","9068675.0000","6626405.6600","2442269.3400","827217.7300","705104.2900","122113.4400",
"Melrose Park","Blackhawk Restaurant Group LLC Series TPMelrose","130701316","6","37169499.5600","33879006.9300","3290492.6300","11663974.0000","8373481.0700","3290492.9300","1114351.1500","949826.4800","164524.6700",
"Melrose Park","Broadway Slots, Inc.","220700303","6","362096.4600","323974.4000","38122.0600","130553.0000","92430.9400","38122.0600","12961.5800","11055.4800","1906.1000",
"Melrose Park","CAFE 23 INC.","210702406","3","57827.7000","46080.1500","11747.5500","22003.0000","10255.4500","11747.5500","3994.2100","3406.8100","587.4000",
"Melrose Park","COCHIARO AND COCHIARO INC.","190703166","6","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",
"Melrose Park","Delta-Sonic Carwash Systems, Inc.","160701456","6","37733753.4200","34338828.5300","3394924.8900","13436682.0000","10041734.3200","3394947.6800","1149362.1900","979614.7000","169747.4900",
"Melrose Park","EL DOS DE OROS, INC.","120707559","5","9890795.5900","8978596.1000","912199.4900","3108077.0000","2195871.5000","912205.5000","309028.1900","263417.8700","45610.3200",
"Melrose Park","El Picosito Bar & Grill LLC","160704153","6","5746684.0100","5241570.3400","505113.6700","1942716.0000","1437446.6900","505269.3100","171201.4400","145937.9200","25263.5200",
"Melrose Park","EL REAL DEL ORO, INC.","140703952","6","2515183.5900","2299995.2300","215188.3600","632235.0000","417043.6400","215191.3600","72087.0500","61327.4700","10759.5800",
"Melrose Park","ELITE CAFE & BILLIARDS, INC.","120707670","5","3249306.0500","2960234.7300","289071.3200","1018908.0000","729835.9100","289072.0900","97924.0600","83470.4800","14453.5800",
"Melrose Park","FORTUNE PLUS MELROSE PARK LLC","220701456","6","9637911.8200","8765300.3700","872611.4500","3668397.0000","2795785.1500","872611.8500","296688.0900","253057.4800","43630.6100",
"Melrose Park","GAMING-EP, INC.","170701804","5","1281862.9800","1170984.2600","110878.7200","453054.0000","342170.2300","110883.7700","36591.5400","31047.3800","5544.1600",
